=== preflight ===
NVIDIA GeForce RTX 3090, 24576 MiB
torch 1.13.1+cu117 | cuda True
  found: /home/asm242/entexBERT-2/DNABERT-2-117M-attention
  found: /home/asm242/reference_genome/hg38.fa
  found: /home/asm242/palmer_scratch/entex_data/hetSNVs.tsv
  found: /home/asm242/palmer_scratch/entexBERT-2_experiments/ADASTRA/ctcf_adastra_evalset.csv
  found: /home/asm242/palmer_scratch/entexBERT-2_experiments/EN-TEx/experiments/stage2_ctcf_asb/inputs/train.meta.csv
  found: /home/asm242/palmer_scratch/entexBERT-2_experiments/EN-TEx/experiments/stage2_ctcf_asb/inputs/dev.meta.csv

=== STEP A: select best 2a checkpoint ===
[STEP A] BEST 2a: s=20  dev_spearman=0.06330
[STEP A] ckpt = /home/asm242/palmer_scratch/entexBERT-2_experiments/EN-TEx/experiments/stage2_ctcf_asb/runs/asb_2a_s20
[STEP A] OK

=== STEP 2b: gentle unfreeze from best 2a (s=20) ===
{'loss': 0.2603, 'learning_rate': 1.2000000000000002e-06, 'epoch': 0.0}
{'loss': 0.5117, 'learning_rate': 1.6502417097786447e-06, 'epoch': 0.9}
{'loss': 0.3992, 'learning_rate': 1.6476973963192264e-06, 'epoch': 0.9}
{'loss': 0.3534, 'learning_rate': 1.6451530828598085e-06, 'epoch': 0.91}
{'loss': 0.3778, 'learning_rate': 1.6426087694003902e-06, 'epoch': 0.91}
{'loss': 0.2704, 'learning_rate': 1.640064455940972e-06, 'epoch': 0.91}
{'loss': 0.5034, 'learning_rate': 1.637520142481554e-06, 'epoch': 0.91}
{'loss': 0.3111, 'learning_rate': 1.6349758290221356e-06, 'epoch': 0.91}
{'loss': 0.3471, 'learning_rate': 1.6324315155627173e-06, 'epoch': 0.91}
{'loss': 0.4077, 'learning_rate': 1.6298872021032993e-06, 'epoch': 0.92}
{'loss': 0.3361, 'learning_rate': 1.627342888643881e-06, 'epoch': 0.92}
{'loss': 0.3242, 'learning_rate': 1.6247985751844627e-06, 'epoch': 0.92}
{'loss': 0.4727, 'learning_rate': 1.6222542617250444e-06, 'epoch': 0.92}
{'loss': 0.4497, 'learning_rate': 1.6197099482656264e-06, 'epoch': 0.92}
{'loss': 0.2813, 'learning_rate': 1.617165634806208e-06, 'epoch': 0.92}
{'loss': 0.314, 'learning_rate': 1.6146213213467898e-06, 'epoch': 0.93}
{'loss': 0.4612, 'learning_rate': 1.612077007887372e-06, 'epoch': 0.93}
{'loss': 0.2932, 'learning_rate': 1.6095326944279537e-06, 'epoch': 0.93}
{'loss': 0.4063, 'learning_rate': 1.6069883809685352e-06, 'epoch': 0.93}
{'eval_loss': 0.3553861677646637, 'eval_mse': 0.3610985324321385, 'eval_pearson': 0.2456425892867535, 'eval_spearman': 0.07295288873092425, 'eval_auroc': 0.5303633450413952, 'eval_runtime': 19.9906, 'eval_samples_per_second': 1115.972, 'eval_steps_per_second': 17.458, 'epoch': 0.93}
{'loss': 0.4225, 'learning_rate': 1.6044440675091173e-06, 'epoch': 0.93}
{'loss': 0.7126, 'learning_rate': 1.601899754049699e-06, 'epoch': 0.93}
{'loss': 0.5971, 'learning_rate': 1.5993554405902808e-06, 'epoch': 0.94}
{'loss': 0.7724, 'learning_rate': 1.5968111271308625e-06, 'epoch': 0.94}
{'loss': 0.4346, 'learning_rate': 1.5942668136714444e-06, 'epoch': 0.94}
{'loss': 0.4513, 'learning_rate': 1.5917225002120261e-06, 'epoch': 0.94}
{'loss': 0.386, 'learning_rate': 1.5891781867526079e-06, 'epoch': 0.94}
{'loss': 0.5685, 'learning_rate': 1.5866338732931898e-06, 'epoch': 0.94}
{'loss': 0.2838, 'learning_rate': 1.5840895598337715e-06, 'epoch': 0.95}
{'loss': 0.3346, 'learning_rate': 1.5815452463743532e-06, 'epoch': 0.95}
{'loss': 0.7471, 'learning_rate': 1.5790009329149354e-06, 'epoch': 0.95}
{'loss': 0.3533, 'learning_rate': 1.576456619455517e-06, 'epoch': 0.95}
{'loss': 0.6556, 'learning_rate': 1.5739123059960986e-06, 'epoch': 0.95}
{'loss': 0.4475, 'learning_rate': 1.5713679925366803e-06, 'epoch': 0.95}
{'loss': 0.7143, 'learning_rate': 1.5688236790772625e-06, 'epoch': 0.96}
{'loss': 0.4465, 'learning_rate': 1.5662793656178442e-06, 'epoch': 0.96}
{'loss': 0.4851, 'learning_rate': 1.563735052158426e-06, 'epoch': 0.96}
{'loss': 0.506, 'learning_rate': 1.5611907386990078e-06, 'epoch': 0.96}
{'loss': 0.5927, 'learning_rate': 1.5586464252395896e-06, 'epoch': 0.96}
{'loss': 0.3707, 'learning_rate': 1.5561021117801713e-06, 'epoch': 0.96}
{'loss': 0.2852, 'learning_rate': 1.5535577983207532e-06, 'epoch': 0.97}
{'loss': 0.5581, 'learning_rate': 1.551013484861335e-06, 'epoch': 0.97}
{'loss': 0.2246, 'learning_rate': 1.5484691714019167e-06, 'epoch': 0.97}
{'loss': 0.296, 'learning_rate': 1.5459248579424988e-06, 'epoch': 0.97}
{'loss': 0.3161, 'learning_rate': 1.5433805444830803e-06, 'epoch': 0.97}
{'eval_loss': 0.35518428683280945, 'eval_mse': 0.3609535916125653, 'eval_pearson': 0.24028293964826017, 'eval_spearman': 0.07279540791656064, 'eval_auroc': 0.5297026281001962, 'eval_runtime': 19.9757, 'eval_samples_per_second': 1116.807, 'eval_steps_per_second': 17.471, 'epoch': 0.97}
{'loss': 0.3169, 'learning_rate': 1.540836231023662e-06, 'epoch': 0.97}
{'loss': 0.4192, 'learning_rate': 1.5382919175642438e-06, 'epoch': 0.98}
{'loss': 0.3869, 'learning_rate': 1.535747604104826e-06, 'epoch': 0.98}
{'loss': 0.3744, 'learning_rate': 1.5332032906454076e-06, 'epoch': 0.98}
{'loss': 0.4287, 'learning_rate': 1.5306589771859893e-06, 'epoch': 0.98}
{'loss': 0.516, 'learning_rate': 1.5281146637265713e-06, 'epoch': 0.98}
{'loss': 0.4442, 'learning_rate': 1.525570350267153e-06, 'epoch': 0.99}
{'loss': 0.3974, 'learning_rate': 1.5230260368077347e-06, 'epoch': 0.99}
{'loss': 0.7242, 'learning_rate': 1.5204817233483166e-06, 'epoch': 0.99}
{'loss': 0.6062, 'learning_rate': 1.5179374098888984e-06, 'epoch': 0.99}
{'loss': 0.5927, 'learning_rate': 1.51539309642948e-06, 'epoch': 0.99}
{'loss': 0.5318, 'learning_rate': 1.5128487829700618e-06, 'epoch': 0.99}
{'loss': 0.392, 'learning_rate': 1.5103044695106437e-06, 'epoch': 1.0}
{'loss': 0.8315, 'learning_rate': 1.5077601560512255e-06, 'epoch': 1.0}
{'loss': 0.6109, 'learning_rate': 1.5052158425918072e-06, 'epoch': 1.0}
{'loss': 0.3767, 'learning_rate': 1.5026715291323893e-06, 'epoch': 1.0}
{'loss': 0.3449, 'learning_rate': 1.500127215672971e-06, 'epoch': 1.0}
{'loss': 0.4279, 'learning_rate': 1.4975829022135528e-06, 'epoch': 1.0}
{'loss': 0.5285, 'learning_rate': 1.4950385887541345e-06, 'epoch': 1.01}
{'loss': 0.6066, 'learning_rate': 1.4924942752947164e-06, 'epoch': 1.01}
{'loss': 0.3021, 'learning_rate': 1.4899499618352981e-06, 'epoch': 1.01}
{'loss': 0.5788, 'learning_rate': 1.4874056483758799e-06, 'epoch': 1.01}
{'loss': 0.8301, 'learning_rate': 1.4848613349164618e-06, 'epoch': 1.01}
{'loss': 0.2562, 'learning_rate': 1.4823170214570435e-06, 'epoch': 1.01}
{'loss': 0.2153, 'learning_rate': 1.4797727079976254e-06, 'epoch': 1.02}
{'eval_loss': 0.35504788160324097, 'eval_mse': 0.36077713919795346, 'eval_pearson': 0.24633555343159225, 'eval_spearman': 0.07394780637485966, 'eval_auroc': 0.5299489651009461, 'eval_runtime': 20.0092, 'eval_samples_per_second': 1114.936, 'eval_steps_per_second': 17.442, 'epoch': 1.02}
{'loss': 0.6141, 'learning_rate': 1.4772283945382072e-06, 'epoch': 1.02}
{'loss': 0.358, 'learning_rate': 1.4746840810787889e-06, 'epoch': 1.02}
{'loss': 0.3977, 'learning_rate': 1.4721397676193708e-06, 'epoch': 1.02}
{'loss': 0.8581, 'learning_rate': 1.4695954541599525e-06, 'epoch': 1.02}
{'loss': 0.7421, 'learning_rate': 1.4670511407005343e-06, 'epoch': 1.02}
{'loss': 0.4804, 'learning_rate': 1.464506827241116e-06, 'epoch': 1.03}
{'loss': 0.5011, 'learning_rate': 1.461962513781698e-06, 'epoch': 1.03}
{'loss': 0.538, 'learning_rate': 1.4594182003222798e-06, 'epoch': 1.03}
{'loss': 0.5051, 'learning_rate': 1.4568738868628616e-06, 'epoch': 1.03}
{'loss': 0.32, 'learning_rate': 1.4543295734034433e-06, 'epoch': 1.03}
{'loss': 0.4165, 'learning_rate': 1.4517852599440252e-06, 'epoch': 1.03}
{'loss': 0.2931, 'learning_rate': 1.449240946484607e-06, 'epoch': 1.04}
{'loss': 0.4287, 'learning_rate': 1.4466966330251889e-06, 'epoch': 1.04}
{'loss': 0.4905, 'learning_rate': 1.4441523195657704e-06, 'epoch': 1.04}
{'loss': 0.4594, 'learning_rate': 1.4416080061063523e-06, 'epoch': 1.04}
{'loss': 0.5118, 'learning_rate': 1.4390636926469342e-06, 'epoch': 1.04}
{'loss': 0.357, 'learning_rate': 1.436519379187516e-06, 'epoch': 1.04}
{'loss': 0.8453, 'learning_rate': 1.4339750657280977e-06, 'epoch': 1.05}
{'loss': 0.3969, 'learning_rate': 1.4314307522686794e-06, 'epoch': 1.05}
{'loss': 0.402, 'learning_rate': 1.4288864388092613e-06, 'epoch': 1.05}
{'loss': 0.3908, 'learning_rate': 1.4263421253498433e-06, 'epoch': 1.05}
{'loss': 0.3193, 'learning_rate': 1.423797811890425e-06, 'epoch': 1.05}
{'loss': 0.7261, 'learning_rate': 1.4212534984310067e-06, 'epoch': 1.05}
{'loss': 0.5376, 'learning_rate': 1.4187091849715884e-06, 'epoch': 1.06}
{'loss': 0.3937, 'learning_rate': 1.4161648715121704e-06, 'epoch': 1.06}
{'eval_loss': 0.3541167676448822, 'eval_mse': 0.35995543274308994, 'eval_pearson': 0.2484790531871996, 'eval_spearman': 0.07418574535009038, 'eval_auroc': 0.5302207138268424, 'eval_runtime': 19.9812, 'eval_samples_per_second': 1116.499, 'eval_steps_per_second': 17.466, 'epoch': 1.06}
{'loss': 0.612, 'learning_rate': 1.4136205580527523e-06, 'epoch': 1.06}
{'loss': 0.4763, 'learning_rate': 1.4110762445933338e-06, 'epoch': 1.06}
{'loss': 0.5151, 'learning_rate': 1.4085319311339157e-06, 'epoch': 1.06}
{'loss': 0.5726, 'learning_rate': 1.4059876176744975e-06, 'epoch': 1.06}
{'loss': 0.533, 'learning_rate': 1.4034433042150794e-06, 'epoch': 1.07}
{'loss': 0.4992, 'learning_rate': 1.4008989907556611e-06, 'epoch': 1.07}
{'loss': 0.6119, 'learning_rate': 1.3983546772962428e-06, 'epoch': 1.07}
{'loss': 0.3141, 'learning_rate': 1.3958103638368248e-06, 'epoch': 1.07}
{'loss': 0.5197, 'learning_rate': 1.3932660503774065e-06, 'epoch': 1.07}
{'loss': 0.5879, 'learning_rate': 1.3907217369179884e-06, 'epoch': 1.07}
{'loss': 0.3994, 'learning_rate': 1.3881774234585701e-06, 'epoch': 1.08}
{'loss': 0.5167, 'learning_rate': 1.3856331099991519e-06, 'epoch': 1.08}
{'loss': 0.6018, 'learning_rate': 1.3830887965397338e-06, 'epoch': 1.08}
{'loss': 0.5458, 'learning_rate': 1.3805444830803155e-06, 'epoch': 1.08}
{'loss': 0.6436, 'learning_rate': 1.3780001696208972e-06, 'epoch': 1.08}
{'loss': 0.4907, 'learning_rate': 1.3754558561614792e-06, 'epoch': 1.08}
{'loss': 0.3667, 'learning_rate': 1.3729115427020609e-06, 'epoch': 1.09}
{'loss': 0.4895, 'learning_rate': 1.3703672292426428e-06, 'epoch': 1.09}
{'loss': 0.4649, 'learning_rate': 1.3678229157832245e-06, 'epoch': 1.09}
{'loss': 0.2797, 'learning_rate': 1.3652786023238063e-06, 'epoch': 1.09}
{'loss': 0.3157, 'learning_rate': 1.3627342888643882e-06, 'epoch': 1.09}
{'loss': 0.4698, 'learning_rate': 1.36018997540497e-06, 'epoch': 1.1}
{'loss': 0.5107, 'learning_rate': 1.3576456619455516e-06, 'epoch': 1.1}
{'loss': 0.4022, 'learning_rate': 1.3551013484861336e-06, 'epoch': 1.1}
{'loss': 0.2138, 'learning_rate': 1.3525570350267153e-06, 'epoch': 1.1}
{'eval_loss': 0.3540354371070862, 'eval_mse': 0.3598743719331662, 'eval_pearson': 0.24875420132372933, 'eval_spearman': 0.07492168404461119, 'eval_auroc': 0.5309470894762999, 'eval_runtime': 19.9637, 'eval_samples_per_second': 1117.477, 'eval_steps_per_second': 17.482, 'epoch': 1.1}
{'loss': 0.2584, 'learning_rate': 1.3500127215672972e-06, 'epoch': 1.1}
{'loss': 0.2165, 'learning_rate': 1.347468408107879e-06, 'epoch': 1.1}
{'loss': 0.4416, 'learning_rate': 1.3449240946484607e-06, 'epoch': 1.11}
{'loss': 0.3907, 'learning_rate': 1.3423797811890426e-06, 'epoch': 1.11}
{'loss': 0.3437, 'learning_rate': 1.3398354677296243e-06, 'epoch': 1.11}
{'loss': 0.6807, 'learning_rate': 1.3372911542702062e-06, 'epoch': 1.11}
{'loss': 0.3103, 'learning_rate': 1.3347468408107878e-06, 'epoch': 1.11}
{'loss': 0.5334, 'learning_rate': 1.3322025273513697e-06, 'epoch': 1.11}
{'loss': 0.4899, 'learning_rate': 1.3296582138919516e-06, 'epoch': 1.12}
{'loss': 0.3509, 'learning_rate': 1.3271139004325333e-06, 'epoch': 1.12}
{'loss': 0.5966, 'learning_rate': 1.324569586973115e-06, 'epoch': 1.12}
{'loss': 0.4486, 'learning_rate': 1.3220252735136968e-06, 'epoch': 1.12}
{'loss': 0.5038, 'learning_rate': 1.3194809600542787e-06, 'epoch': 1.12}
{'loss': 0.5096, 'learning_rate': 1.3169366465948606e-06, 'epoch': 1.12}
{'loss': 0.3485, 'learning_rate': 1.3143923331354424e-06, 'epoch': 1.13}
{'loss': 0.2319, 'learning_rate': 1.311848019676024e-06, 'epoch': 1.13}
{'loss': 0.2191, 'learning_rate': 1.309303706216606e-06, 'epoch': 1.13}
{'loss': 0.5953, 'learning_rate': 1.3067593927571877e-06, 'epoch': 1.13}
{'loss': 0.5874, 'learning_rate': 1.3042150792977695e-06, 'epoch': 1.13}
{'loss': 0.3704, 'learning_rate': 1.3016707658383512e-06, 'epoch': 1.13}
{'loss': 0.4116, 'learning_rate': 1.2991264523789331e-06, 'epoch': 1.14}
{'loss': 0.3202, 'learning_rate': 1.296582138919515e-06, 'epoch': 1.14}
{'loss': 0.2275, 'learning_rate': 1.2940378254600968e-06, 'epoch': 1.14}
{'loss': 0.4619, 'learning_rate': 1.2914935120006785e-06, 'epoch': 1.14}
{'loss': 0.5846, 'learning_rate': 1.2889491985412602e-06, 'epoch': 1.14}
{'eval_loss': 0.35458192229270935, 'eval_mse': 0.3603581984491298, 'eval_pearson': 0.2522014326531601, 'eval_spearman': 0.07560561530697839, 'eval_auroc': 0.5306872347432104, 'eval_runtime': 19.9676, 'eval_samples_per_second': 1117.261, 'eval_steps_per_second': 17.478, 'epoch': 1.14}
{'loss': 0.3061, 'learning_rate': 1.2864048850818421e-06, 'epoch': 1.14}
{'loss': 0.7956, 'learning_rate': 1.283860571622424e-06, 'epoch': 1.15}
{'loss': 0.3936, 'learning_rate': 1.2813162581630056e-06, 'epoch': 1.15}
{'loss': 0.7573, 'learning_rate': 1.2787719447035875e-06, 'epoch': 1.15}
{'loss': 0.2109, 'learning_rate': 1.2762276312441692e-06, 'epoch': 1.15}
{'loss': 0.3381, 'learning_rate': 1.2736833177847512e-06, 'epoch': 1.15}
{'loss': 0.235, 'learning_rate': 1.2711390043253329e-06, 'epoch': 1.15}
{'loss': 0.455, 'learning_rate': 1.2685946908659146e-06, 'epoch': 1.16}
{'loss': 0.6925, 'learning_rate': 1.2660503774064965e-06, 'epoch': 1.16}
{'loss': 0.3374, 'learning_rate': 1.2635060639470783e-06, 'epoch': 1.16}
{'loss': 0.3159, 'learning_rate': 1.2609617504876602e-06, 'epoch': 1.16}
{'loss': 0.5335, 'learning_rate': 1.258417437028242e-06, 'epoch': 1.16}
{'loss': 0.5259, 'learning_rate': 1.2558731235688236e-06, 'epoch': 1.16}
{'loss': 0.3274, 'learning_rate': 1.2533288101094056e-06, 'epoch': 1.17}
{'loss': 0.2482, 'learning_rate': 1.2507844966499873e-06, 'epoch': 1.17}
{'loss': 0.2673, 'learning_rate': 1.248240183190569e-06, 'epoch': 1.17}
{'loss': 0.2778, 'learning_rate': 1.245695869731151e-06, 'epoch': 1.17}
{'loss': 0.4085, 'learning_rate': 1.2431515562717327e-06, 'epoch': 1.17}
{'loss': 0.3272, 'learning_rate': 1.2406072428123146e-06, 'epoch': 1.17}
{'loss': 0.7389, 'learning_rate': 1.2380629293528963e-06, 'epoch': 1.18}
{'loss': 0.2725, 'learning_rate': 1.235518615893478e-06, 'epoch': 1.18}
{'loss': 0.2675, 'learning_rate': 1.23297430243406e-06, 'epoch': 1.18}
{'loss': 0.4692, 'learning_rate': 1.2304299889746417e-06, 'epoch': 1.18}
{'loss': 0.3623, 'learning_rate': 1.2278856755152236e-06, 'epoch': 1.18}
{'loss': 0.5236, 'learning_rate': 1.2253413620558053e-06, 'epoch': 1.18}
{'eval_loss': 0.3544285297393799, 'eval_mse': 0.36028911493312327, 'eval_pearson': 0.2433244198065637, 'eval_spearman': 0.07423222937838407, 'eval_auroc': 0.5292057758905188, 'eval_runtime': 19.9596, 'eval_samples_per_second': 1117.708, 'eval_steps_per_second': 17.485, 'epoch': 1.18}
{'loss': 0.563, 'learning_rate': 1.222797048596387e-06, 'epoch': 1.19}
{'loss': 0.4424, 'learning_rate': 1.220252735136969e-06, 'epoch': 1.19}
{'loss': 0.5427, 'learning_rate': 1.2177084216775507e-06, 'epoch': 1.19}
{'loss': 0.5941, 'learning_rate': 1.2151641082181324e-06, 'epoch': 1.19}
{'loss': 0.3944, 'learning_rate': 1.2126197947587144e-06, 'epoch': 1.19}
{'loss': 0.383, 'learning_rate': 1.210075481299296e-06, 'epoch': 1.19}
{'loss': 0.4238, 'learning_rate': 1.207531167839878e-06, 'epoch': 1.2}
{'loss': 0.3538, 'learning_rate': 1.2049868543804597e-06, 'epoch': 1.2}
{'loss': 0.832, 'learning_rate': 1.2024425409210415e-06, 'epoch': 1.2}
{'loss': 0.415, 'learning_rate': 1.1998982274616234e-06, 'epoch': 1.2}
{'loss': 0.3805, 'learning_rate': 1.1973539140022051e-06, 'epoch': 1.2}
{'loss': 0.3765, 'learning_rate': 1.1948096005427868e-06, 'epoch': 1.21}
{'loss': 0.415, 'learning_rate': 1.1922652870833686e-06, 'epoch': 1.21}
{'loss': 0.3562, 'learning_rate': 1.1897209736239505e-06, 'epoch': 1.21}
{'loss': 0.2122, 'learning_rate': 1.1871766601645324e-06, 'epoch': 1.21}
{'loss': 0.3247, 'learning_rate': 1.1846323467051141e-06, 'epoch': 1.21}
{'loss': 0.4407, 'learning_rate': 1.1820880332456959e-06, 'epoch': 1.21}
{'loss': 0.3451, 'learning_rate': 1.1795437197862776e-06, 'epoch': 1.22}
{'loss': 0.3759, 'learning_rate': 1.1769994063268595e-06, 'epoch': 1.22}
{'loss': 0.6185, 'learning_rate': 1.1744550928674414e-06, 'epoch': 1.22}
{'loss': 0.4215, 'learning_rate': 1.171910779408023e-06, 'epoch': 1.22}
{'loss': 0.4293, 'learning_rate': 1.1693664659486049e-06, 'epoch': 1.22}
{'loss': 0.3228, 'learning_rate': 1.1668221524891868e-06, 'epoch': 1.22}
{'loss': 0.3564, 'learning_rate': 1.1642778390297685e-06, 'epoch': 1.23}
{'loss': 0.3144, 'learning_rate': 1.1617335255703503e-06, 'epoch': 1.23}
{'eval_loss': 0.35418444871902466, 'eval_mse': 0.3600977001219539, 'eval_pearson': 0.2387479723759618, 'eval_spearman': 0.0734462238468268, 'eval_auroc': 0.5296634488366281, 'eval_runtime': 19.9588, 'eval_samples_per_second': 1117.752, 'eval_steps_per_second': 17.486, 'epoch': 1.23}
{'loss': 0.3877, 'learning_rate': 1.159189212110932e-06, 'epoch': 1.23}
{'loss': 0.8642, 'learning_rate': 1.156644898651514e-06, 'epoch': 1.23}
{'loss': 0.6993, 'learning_rate': 1.1541005851920958e-06, 'epoch': 1.23}
{'loss': 0.3157, 'learning_rate': 1.1515562717326776e-06, 'epoch': 1.23}
{'loss': 0.3173, 'learning_rate': 1.1490119582732593e-06, 'epoch': 1.24}
{'loss': 0.3574, 'learning_rate': 1.146467644813841e-06, 'epoch': 1.24}
{'loss': 0.4123, 'learning_rate': 1.143923331354423e-06, 'epoch': 1.24}
{'loss': 0.2626, 'learning_rate': 1.1413790178950047e-06, 'epoch': 1.24}
{'loss': 0.3712, 'learning_rate': 1.1388347044355864e-06, 'epoch': 1.24}
{'loss': 0.3337, 'learning_rate': 1.1362903909761683e-06, 'epoch': 1.24}
{'loss': 0.6948, 'learning_rate': 1.13374607751675e-06, 'epoch': 1.25}
{'loss': 0.4234, 'learning_rate': 1.131201764057332e-06, 'epoch': 1.25}
{'loss': 0.3343, 'learning_rate': 1.1286574505979137e-06, 'epoch': 1.25}
{'loss': 0.2097, 'learning_rate': 1.1261131371384954e-06, 'epoch': 1.25}
{'loss': 0.2767, 'learning_rate': 1.1235688236790773e-06, 'epoch': 1.25}
{'loss': 0.3327, 'learning_rate': 1.121024510219659e-06, 'epoch': 1.25}
{'loss': 0.5581, 'learning_rate': 1.1184801967602408e-06, 'epoch': 1.26}
{'loss': 0.4702, 'learning_rate': 1.1159358833008227e-06, 'epoch': 1.26}
{'loss': 0.361, 'learning_rate': 1.1133915698414044e-06, 'epoch': 1.26}
{'loss': 0.4537, 'learning_rate': 1.1108472563819864e-06, 'epoch': 1.26}
{'loss': 0.2545, 'learning_rate': 1.108302942922568e-06, 'epoch': 1.26}
{'loss': 0.5361, 'learning_rate': 1.1057586294631498e-06, 'epoch': 1.26}
{'loss': 0.3127, 'learning_rate': 1.1032143160037317e-06, 'epoch': 1.27}
{'loss': 0.4557, 'learning_rate': 1.1006700025443135e-06, 'epoch': 1.27}
{'loss': 0.5863, 'learning_rate': 1.0981256890848954e-06, 'epoch': 1.27}
{'eval_loss': 0.35404297709465027, 'eval_mse': 0.35994196972114595, 'eval_pearson': 0.24781166382597875, 'eval_spearman': 0.07472722989133888, 'eval_auroc': 0.5305490194555262, 'eval_runtime': 19.9696, 'eval_samples_per_second': 1117.149, 'eval_steps_per_second': 17.477, 'epoch': 1.27}
{'loss': 0.2451, 'learning_rate': 1.0955813756254771e-06, 'epoch': 1.27}
{'loss': 0.2913, 'learning_rate': 1.0930370621660588e-06, 'epoch': 1.27}
{'loss': 0.2599, 'learning_rate': 1.0904927487066408e-06, 'epoch': 1.27}
{'loss': 0.3333, 'learning_rate': 1.0879484352472225e-06, 'epoch': 1.28}
{'loss': 0.4713, 'learning_rate': 1.0854041217878042e-06, 'epoch': 1.28}
{'loss': 0.3173, 'learning_rate': 1.0828598083283861e-06, 'epoch': 1.28}
{'loss': 0.5648, 'learning_rate': 1.0803154948689679e-06, 'epoch': 1.28}
{'loss': 0.2497, 'learning_rate': 1.0777711814095498e-06, 'epoch': 1.28}
{'loss': 0.5539, 'learning_rate': 1.0752268679501315e-06, 'epoch': 1.28}
{'loss': 0.4856, 'learning_rate': 1.0726825544907132e-06, 'epoch': 1.29}
{'loss': 0.3109, 'learning_rate': 1.0701382410312952e-06, 'epoch': 1.29}
{'loss': 0.5674, 'learning_rate': 1.0675939275718769e-06, 'epoch': 1.29}
{'loss': 0.2731, 'learning_rate': 1.0650496141124588e-06, 'epoch': 1.29}
{'loss': 0.5698, 'learning_rate': 1.0625053006530403e-06, 'epoch': 1.29}
{'loss': 0.2583, 'learning_rate': 1.0599609871936223e-06, 'epoch': 1.29}
{'loss': 0.3778, 'learning_rate': 1.0574166737342042e-06, 'epoch': 1.3}
{'loss': 0.2291, 'learning_rate': 1.054872360274786e-06, 'epoch': 1.3}
{'loss': 0.5348, 'learning_rate': 1.0523280468153676e-06, 'epoch': 1.3}
{'loss': 0.327, 'learning_rate': 1.0497837333559494e-06, 'epoch': 1.3}
{'loss': 0.6214, 'learning_rate': 1.0472394198965313e-06, 'epoch': 1.3}
{'loss': 0.4306, 'learning_rate': 1.0446951064371132e-06, 'epoch': 1.31}
{'loss': 0.723, 'learning_rate': 1.042150792977695e-06, 'epoch': 1.31}
{'loss': 0.4306, 'learning_rate': 1.0396064795182767e-06, 'epoch': 1.31}
{'loss': 0.2245, 'learning_rate': 1.0370621660588584e-06, 'epoch': 1.31}
{'loss': 0.4445, 'learning_rate': 1.0345178525994403e-06, 'epoch': 1.31}
{'eval_loss': 0.35341382026672363, 'eval_mse': 0.3593816840875697, 'eval_pearson': 0.24648297042166434, 'eval_spearman': 0.07498875287129728, 'eval_auroc': 0.5306128167055609, 'eval_runtime': 19.9766, 'eval_samples_per_second': 1116.756, 'eval_steps_per_second': 17.47, 'epoch': 1.31}
{'loss': 0.5213, 'learning_rate': 1.031973539140022e-06, 'epoch': 1.31}
{'loss': 0.3652, 'learning_rate': 1.0294292256806038e-06, 'epoch': 1.32}
{'loss': 0.4098, 'learning_rate': 1.0268849122211857e-06, 'epoch': 1.32}
{'loss': 0.2935, 'learning_rate': 1.0243405987617676e-06, 'epoch': 1.32}
{'loss': 0.1632, 'learning_rate': 1.0217962853023493e-06, 'epoch': 1.32}
{'loss': 0.4708, 'learning_rate': 1.019251971842931e-06, 'epoch': 1.32}
{'loss': 0.3171, 'learning_rate': 1.0167076583835128e-06, 'epoch': 1.32}
{'loss': 0.4293, 'learning_rate': 1.0141633449240947e-06, 'epoch': 1.33}
{'loss': 0.5245, 'learning_rate': 1.0116190314646766e-06, 'epoch': 1.33}
{'loss': 0.2298, 'learning_rate': 1.0090747180052582e-06, 'epoch': 1.33}
{'loss': 0.8485, 'learning_rate': 1.00653040454584e-06, 'epoch': 1.33}
{'loss': 0.5021, 'learning_rate': 1.0039860910864218e-06, 'epoch': 1.33}
{'loss': 0.8604, 'learning_rate': 1.0014417776270037e-06, 'epoch': 1.33}
{'loss': 0.3245, 'learning_rate': 9.988974641675855e-07, 'epoch': 1.34}
{'loss': 0.4841, 'learning_rate': 9.963531507081672e-07, 'epoch': 1.34}
{'loss': 0.4851, 'learning_rate': 9.938088372487491e-07, 'epoch': 1.34}
{'loss': 0.2971, 'learning_rate': 9.912645237893308e-07, 'epoch': 1.34}
{'loss': 0.332, 'learning_rate': 9.887202103299128e-07, 'epoch': 1.34}
{'loss': 0.3926, 'learning_rate': 9.861758968704945e-07, 'epoch': 1.34}
{'loss': 0.2331, 'learning_rate': 9.836315834110762e-07, 'epoch': 1.35}
{'loss': 0.513, 'learning_rate': 9.810872699516581e-07, 'epoch': 1.35}
{'loss': 0.5758, 'learning_rate': 9.785429564922399e-07, 'epoch': 1.35}
{'loss': 0.1959, 'learning_rate': 9.759986430328216e-07, 'epoch': 1.35}
{'loss': 0.4333, 'learning_rate': 9.734543295734035e-07, 'epoch': 1.35}
{'loss': 0.517, 'learning_rate': 9.709100161139852e-07, 'epoch': 1.35}
{'eval_loss': 0.35273176431655884, 'eval_mse': 0.3586019666557837, 'eval_pearson': 0.2515522364951866, 'eval_spearman': 0.07431381100000989, 'eval_auroc': 0.530779163381381, 'eval_runtime': 19.9902, 'eval_samples_per_second': 1115.995, 'eval_steps_per_second': 17.459, 'epoch': 1.35}
{'loss': 0.486, 'learning_rate': 9.683657026545672e-07, 'epoch': 1.36}
